customer_id,age,income,past_purchases,website_visits,customer_segment,previous_discount,discount,purchase,revenue
47,41,97153,3,3,loyal,0,0,0,0.0
48,64,82615,8,4,loyal,10,0,0,0.0
49,53,49181,3,5,regular,5,0,0,0.0
50,58,111220,12,5,new,5,10,1,444.11
51,57,63424,6,3,new,20,5,0,0.0
52,28,35099,8,2,regular,20,5,1,300.18
53,36,116269,4,5,regular,0,20,1,240.23
54,42,111343,4,2,regular,10,10,1,450.27
55,43,24954,5,6,regular,0,0,1,370.57
56,20,110248,5,5,loyal,5,5,0,0.0
57,46,114737,4,3,new,20,5,1,235.41
58,26,102908,2,4,regular,10,20,0,0.0
59,56,45499,7,2,new,0,10,0,0.0
60,53,83128,6,6,regular,0,0,1,447.24
61,65,73824,4,3,regular,0,5,0,0.0
62,56,82014,4,1,loyal,20,10,0,0.0
63,37,81644,11,6,regular,20,5,1,324.08
64,68,83921,8,3,loyal,5,5,1,257.19
65,39,71400,5,4,regular,5,20,0,0.0
66,34,89049,6,3,new,10,0,0,0.0
67,65,72660,3,5,loyal,20,5,1,498.12
68,37,21648,8,5,new,20,10,1,234.32
69,21,23528,3,2,regular,20,20,0,0.0
70,42,115809,3,1,regular,10,20,0,0.0
71,59,110925,5,6,regular,10,0,1,137.07
72,27,78560,5,4,regular,0,10,1,345.53
73,42,37458,6,4,loyal,0,10,0,0.0
74,24,98146,11,3,regular,20,0,1,385.6
75,53,34329,4,7,new,0,10,1,99.45
76,42,57728,9,6,loyal,10,10,0,0.0
77,35,52985,5,5,new,5,0,0,0.0
78,29,21239,3,3,regular,0,10,1,275.48
79,47,100701,3,4,loyal,20,5,0,0.0
80,52,70973,4,2,new,5,0,0,0.0
81,66,51625,4,2,new,0,5,0,0.0
82,40,70719,5,2,loyal,5,5,0,0.0
83,26,20000,0,5,new,5,10,1,304.65
84,61,63698,6,5,regular,5,5,0,0.0
85,50,71958,6,5,new,20,20,0,0.0
86,54,53971,3,4,regular,5,10,0,0.0
87,23,103038,3,5,regular,10,10,1,70.91
88,34,44982,6,5,loyal,20,5,0,0.0
89,57,33782,5,4,regular,20,0,0,0.0
90,61,72754,4,2,regular,0,0,0,0.0
91,40,108727,5,3,new,10,5,0,0.0
92,59,57527,9,3,regular,10,10,0,0.0
93,61,24662,1,7,loyal,10,20,1,489.4
94,38,116993,9,8,regular,10,20,0,0.0
95,64,64429,2,5,regular,0,20,1,497.66
96,32,37292,6,9,new,20,5,0,0.0
97,30,81561,3,3,regular,10,0,0,0.0
98,53,51966,4,8,loyal,5,20,1,385.28
99,51,113779,2,2,regular,5,20,0,0.0
100,25,49396,8,3,regular,0,10,0,0.0
101,61,75013,7,5,regular,10,5,0,0.0
102,28,74330,4,6,new,20,0,1,223.08
103,59,44244,7,1,regular,5,20,1,248.54
104,18,69928,6,7,new,20,20,1,130.27
105,59,30907,4,4,new,10,5,1,273.24
106,58,84374,5,6,new,20,10,0,0.0
107,58,95831,4,2,regular,0,0,0,0.0
108,52,115000,4,5,loyal,5,0,0,0.0
109,42,52578,3,7,new,5,10,0,0.0
110,54,48522,4,5,regular,20,5,0,0.0
111,32,74880,7,0,loyal,20,0,0,0.0
112,58,89277,2,7,loyal,10,5,0,0.0
113,46,119246,5,4,regular,20,10,0,0.0
114,41,22504,5,4,regular,0,0,0,0.0
115,44,43830,4,7,new,0,5,0,0.0
116,47,46238,9,3,regular,20,20,0,0.0
117,19,45538,6,3,regular,20,0,1,295.44
118,25,66371,1,6,regular,5,0,0,0.0
119,30,107291,4,2,new,5,20,0,0.0
120,23,23099,5,4,new,0,0,0,0.0
121,40,101584,4,6,new,0,10,1,300.88
122,52,81766,6,3,new,20,10,1,216.82
123,52,81519,6,3,loyal,10,10,0,0.0
124,42,87831,4,3,new,20,20,0,0.0
125,62,31540,1,1,new,0,10,0,0.0
126,47,94673,9,2,regular,20,20,0,0.0
127,22,44813,10,2,regular,10,10,0,0.0
128,57,71657,6,4,regular,0,0,1,159.24
129,47,87687,5,4,new,20,10,1,187.63
130,51,80394,2,4,loyal,5,0,0,0.0
131,47,52312,6,4,loyal,5,5,0,0.0
132,46,59606,7,3,regular,20,10,0,0.0
133,22,67651,4,4,new,5,20,0,0.0
134,47,24125,12,6,regular,20,5,1,125.48
135,59,92604,7,8,regular,10,0,0,0.0
136,33,29995,7,3,new,20,0,0,0.0
137,49,65858,6,2,regular,5,5,0,0.0
138,19,85499,4,3,new,10,0,1,127.06
139,36,28039,4,2,new,0,5,0,0.0
140,40,119555,6,8,regular,5,20,0,0.0
141,69,57722,6,8,regular,20,5,0,0.0
142,29,21580,7,5,regular,5,10,0,0.0
143,32,85863,4,4,regular,10,0,0,0.0
144,39,75758,3,2,new,5,5,0,0.0
145,69,84033,4,2,new,0,5,0,0.0
146,62,95100,7,5,new,10,10,1,408.55
147,19,67563,3,7,regular,0,10,0,0.0
148,30,102677,4,5,new,5,20,0,0.0
149,60,57014,6,7,regular,20,20,1,487.7
150,21,74520,3,1,regular,10,20,0,0.0
151,62,35851,5,4,loyal,0,20,0,0.0
152,32,81991,3,3,loyal,10,10,0,0.0
153,65,46159,2,7,regular,5,10,0,0.0
154,33,89672,6,3,loyal,0,20,0,0.0
155,40,100105,4,4,loyal,10,10,1,118.05
156,52,105896,6,6,regular,20,20,0,0.0
157,24,112908,7,3,regular,0,10,1,459.74
158,46,32228,4,5,new,0,10,0,0.0
159,44,33799,7,4,loyal,20,5,0,0.0
160,58,112618,3,5,regular,0,5,0,0.0
161,69,58082,6,2,new,5,5,0,0.0
162,52,22601,5,5,loyal,0,20,1,387.78
163,39,48698,1,9,loyal,0,0,0,0.0
164,39,103619,5,2,regular,5,0,1,464.38
165,39,55498,4,2,regular,10,5,0,0.0
166,60,27674,6,5,new,20,10,0,0.0
167,34,92210,6,1,regular,5,0,1,498.94
168,26,39462,7,6,regular,20,0,0,0.0
169,35,55280,7,6,regular,20,5,0,0.0
170,19,20389,2,5,regular,5,0,0,0.0
171,23,80199,6,3,new,10,20,0,0.0
172,22,64525,2,8,regular,5,0,0,0.0
173,58,106704,10,1,regular,20,20,0,0.0
174,55,53435,4,0,loyal,0,5,0,0.0
175,54,40460,1,1,regular,20,10,0,0.0
176,42,36599,7,7,new,5,20,1,489.9
177,55,40015,5,2,new,0,5,1,391.61
178,26,65109,5,5,loyal,5,0,0,0.0
179,64,28716,1,5,loyal,10,20,1,312.66
180,44,60237,6,2,regular,0,20,1,53.68
181,66,105468,5,3,regular,20,10,0,0.0
182,25,96766,2,2,regular,20,20,0,0.0
183,43,83725,1,5,regular,10,10,0,0.0
184,54,109313,4,7,new,10,10,0,0.0
185,43,98021,2,4,new,0,20,0,0.0
186,41,85256,2,5,regular,20,20,0,0.0
187,26,106306,5,2,regular,5,10,0,0.0
188,37,32441,5,4,regular,5,10,0,0.0
189,30,101825,4,3,regular,5,20,0,0.0
190,33,49539,8,5,regular,5,5,0,0.0
191,53,93306,6,6,regular,0,10,1,369.83
192,50,111331,1,2,loyal,10,5,0,0.0
193,49,69602,3,4,regular,5,5,1,283.43
194,36,28873,2,3,new,20,10,0,0.0
195,67,57022,0,6,new,0,20,0,0.0
196,22,60685,5,2,regular,0,0,1,202.07
197,35,113673,4,7,new,10,20,1,450.24
198,24,114250,3,3,loyal,0,5,0,0.0
199,35,76846,10,4,regular,10,10,1,237.54
200,68,115066,3,3,regular,10,0,0,0.0
201,37,63629,0,0,regular,10,20,1,468.72
202,65,61120,9,4,new,10,10,0,0.0
203,43,103650,8,6,regular,20,10,1,311.43
204,54,86739,2,3,regular,10,0,0,0.0
205,41,72237,7,8,regular,20,10,0,0.0
206,31,65674,4,0,regular,20,20,0,0.0
207,57,90560,3,7,regular,5,5,0,0.0
208,68,95346,6,1,regular,20,5,1,180.13
209,31,69058,3,6,regular,10,10,0,0.0
210,58,23158,4,4,loyal,5,10,1,136.73
211,31,30183,4,5,regular,20,10,1,332.41
212,55,34415,4,4,new,10,5,0,0.0
213,59,66208,4,4,regular,10,5,0,0.0
214,41,81419,6,3,regular,5,20,1,276.39
215,56,100376,6,8,new,0,0,0,0.0
216,32,43255,5,1,regular,10,20,1,52.11
217,22,98659,7,5,regular,20,5,1,353.07
218,23,86605,4,2,regular,20,5,0,0.0
219,41,25165,4,3,new,0,0,0,0.0
220,64,55122,2,7,new,5,5,0,0.0
221,24,50266,3,3,regular,10,5,0,0.0
222,41,108664,2,6,new,0,10,0,0.0
223,54,112119,4,3,loyal,20,20,0,0.0
224,28,101925,6,3,regular,10,20,1,159.18
225,55,72800,11,4,new,20,20,1,82.71
226,33,69283,4,5,regular,5,0,0,0.0
227,60,51148,7,4,loyal,10,5,0,0.0
228,48,97289,7,7,regular,5,10,0,0.0
229,46,28628,5,3,regular,0,10,0,0.0
230,27,47113,7,3,regular,0,0,0,0.0
231,42,33520,7,8,regular,0,20,0,0.0
232,62,69425,10,1,regular,20,20,0,0.0
233,19,49975,7,4,new,0,20,0,0.0
234,57,39748,4,4,regular,20,20,1,195.57
235,43,57641,6,3,new,10,10,0,0.0
236,55,106088,5,6,regular,10,20,0,0.0
237,52,75800,6,5,loyal,10,0,0,0.0
238,40,102306,4,2,regular,10,0,0,0.0
239,34,111390,5,6,regular,20,10,0,0.0
240,50,110214,3,5,regular,0,0,0,0.0
241,25,55100,6,3,new,10,5,0,0.0
242,48,107747,2,4,regular,20,5,0,0.0
243,22,110937,5,7,regular,10,20,0,0.0
244,51,115959,5,4,new,0,0,1,340.33
245,50,55100,1,3,regular,0,20,0,0.0
246,22,42833,4,3,regular,10,0,1,360.33
247,57,78427,5,0,loyal,10,20,0,0.0
248,39,113182,7,5,regular,10,0,0,0.0
249,58,110062,7,4,regular,0,20,0,0.0
250,20,77121,9,6,loyal,5,0,0,0.0
251,27,34923,10,1,new,5,20,1,118.11
252,43,62249,3,6,regular,5,0,0,0.0
253,27,91412,9,4,regular,10,5,0,0.0
254,35,76037,6,11,new,10,5,0,0.0
255,52,54547,8,6,loyal,5,5,0,0.0
256,25,54260,2,2,regular,10,10,0,0.0
257,53,25974,5,7,regular,10,20,1,72.43
258,23,48855,5,4,regular,10,0,0,0.0
259,27,86937,3,2,regular,5,0,1,98.3
260,48,44131,3,3,new,0,10,1,273.78
261,59,119339,5,2,loyal,20,0,0,0.0
262,26,28242,3,0,regular,20,10,1,229.6
263,33,78877,8,4,regular,5,0,1,52.33
264,66,69656,6,5,loyal,10,5,0,0.0
265,69,103330,4,5,regular,5,10,1,120.01
266,48,108776,3,4,new,20,5,0,0.0
267,41,74347,10,5,new,0,10,0,0.0
268,36,83015,9,2,loyal,5,20,0,0.0
269,49,89895,2,2,regular,10,5,0,0.0
270,48,72097,9,5,regular,10,5,0,0.0
271,33,38488,3,4,regular,5,0,1,310.92
272,19,62859,2,5,regular,10,20,1,68.4
273,25,44155,4,4,regular,5,20,0,0.0
274,67,66440,2,2,loyal,5,0,0,0.0
275,39,81515,4,3,regular,20,0,1,436.14
276,43,40927,5,3,new,0,0,0,0.0
277,42,44942,1,4,loyal,10,10,1,76.31
278,58,102293,6,1,new,10,20,0,0.0
279,21,57773,7,3,loyal,10,0,1,264.33
280,22,39838,2,7,loyal,20,10,0,0.0
281,32,91317,3,3,regular,20,10,1,327.08
282,43,91662,3,6,new,5,20,1,407.04
283,52,102615,9,3,new,5,10,1,299.98
284,43,95998,7,4,new,20,10,0,0.0
285,40,119196,6,6,regular,10,5,0,0.0
286,66,77486,3,8,regular,20,20,1,159.1
287,26,48682,9,1,regular,20,5,0,0.0
288,47,106292,5,5,new,20,0,1,195.58
289,46,46481,4,4,new,20,20,0,0.0
290,42,49105,5,6,regular,0,0,0,0.0
291,59,102849,4,4,new,10,20,0,0.0
292,31,108161,9,3,regular,10,0,0,0.0
293,67,53934,4,4,new,10,20,1,426.4
294,35,92941,7,2,regular,20,10,0,0.0
295,46,112239,4,6,regular,5,20,1,425.23
296,45,99874,3,3,regular,5,5,1,241.48
297,62,20499,2,2,loyal,0,5,0,0.0
298,40,86457,3,3,loyal,0,20,0,0.0
299,32,36989,5,3,new,0,20,0,0.0
300,19,104634,3,4,new,10,0,0,0.0
301,36,26704,9,6,loyal,5,5,0,0.0
302,60,119309,7,4,regular,5,0,0,0.0
303,18,37732,4,2,loyal,20,5,0,0.0
304,64,62016,8,5,new,10,0,0,0.0
305,46,43408,6,9,loyal,0,10,1,55.71
306,25,101391,9,3,loyal,20,20,1,386.28
307,33,59349,3,7,new,10,20,0,0.0
308,46,94457,4,3,new,5,10,0,0.0
309,34,26721,5,7,regular,5,0,0,0.0
310,23,65287,3,6,regular,20,0,0,0.0
311,52,111105,6,5,new,5,10,1,65.81
312,52,112694,7,0,new,10,10,0,0.0
313,24,40869,3,5,loyal,5,0,0,0.0
314,32,59442,6,7,new,10,5,0,0.0
315,30,60911,3,4,loyal,20,20,1,464.66
316,52,76546,3,7,new,0,20,0,0.0
317,55,73733,4,4,loyal,0,10,0,0.0
318,55,30594,6,8,new,10,0,0,0.0
319,66,96266,2,4,new,5,0,0,0.0
320,57,42577,2,3,loyal,20,0,0,0.0
321,34,51494,9,4,new,5,0,0,0.0
322,23,104069,2,4,regular,0,0,0,0.0
323,49,88965,3,7,regular,5,20,0,0.0
324,65,59655,9,4,regular,20,20,1,428.82
325,68,111247,10,3,regular,20,20,0,0.0
326,29,59408,6,3,new,5,20,0,0.0
327,30,76549,7,4,loyal,10,10,0,0.0
328,19,44598,5,2,new,20,0,0,0.0
329,25,38319,10,5,loyal,5,20,0,0.0
330,46,69161,6,1,regular,10,10,0,0.0
331,46,76301,5,3,new,20,0,0,0.0
332,37,100581,3,4,regular,20,10,1,214.81
333,34,59090,7,6,regular,10,5,1,223.01
334,61,109516,8,1,regular,0,0,1,276.83
335,41,80738,3,6,regular,10,0,0,0.0
336,60,27011,2,7,regular,10,0,0,0.0
337,68,93910,13,10,regular,5,5,0,0.0
338,34,77482,2,4,new,5,0,0,0.0
339,28,58935,3,6,regular,5,10,0,0.0
340,67,66727,4,5,regular,5,10,1,476.53
341,51,50179,4,4,loyal,0,10,0,0.0
342,33,81428,4,6,loyal,0,20,0,0.0
343,50,76695,2,4,new,5,20,0,0.0
344,44,64727,2,2,regular,10,0,0,0.0
345,65,48519,5,2,regular,0,5,0,0.0
346,31,59864,3,2,regular,10,0,0,0.0
347,69,69783,7,1,new,0,5,0,0.0
348,66,67188,4,6,regular,0,5,0,0.0
349,27,50929,3,3,new,20,20,0,0.0
350,26,78199,1,4,loyal,0,5,0,0.0
351,45,42654,5,3,regular,0,0,0,0.0
352,20,70098,6,3,new,20,0,0,0.0
353,33,32154,7,5,regular,0,20,0,0.0
354,40,67214,5,2,regular,0,0,0,0.0
355,68,98398,7,2,new,10,10,1,195.23
356,69,101783,1,7,regular,5,0,0,0.0
357,25,89469,3,4,regular,10,20,0,0.0
358,64,94564,3,6,new,20,5,0,0.0
359,22,26594,8,2,regular,5,20,0,0.0
360,56,54137,4,2,regular,5,20,0,0.0
361,61,85425,8,6,new,5,10,0,0.0
362,64,100057,5,3,new,5,5,0,0.0
363,29,78284,5,5,regular,10,5,0,0.0
364,64,105365,6,9,regular,0,20,0,0.0
365,24,47306,9,4,regular,0,20,1,378.36
366,44,35349,7,3,loyal,20,20,0,0.0
367,42,28638,2,2,regular,5,20,1,360.81
368,34,78268,4,4,loyal,10,10,0,0.0
369,19,86518,5,4,regular,20,10,0,0.0
370,58,48531,3,6,regular,5,20,0,0.0
371,35,98365,4,6,regular,5,10,0,0.0
372,52,93917,6,4,new,10,0,1,445.88
373,39,56013,4,2,regular,10,0,0,0.0
374,37,43878,4,2,regular,0,10,0,0.0
375,64,94231,7,8,new,10,20,1,441.37
376,22,87140,4,4,regular,0,20,0,0.0
377,56,37078,4,1,regular,5,5,0,0.0
378,56,45512,2,4,regular,20,10,0,0.0
379,37,68596,4,5,regular,0,10,1,147.0
380,31,71114,8,5,regular,20,5,0,0.0
381,18,36595,10,3,loyal,5,10,0,0.0
382,66,114864,5,2,regular,20,10,1,362.71
383,67,58864,4,6,regular,0,0,0,0.0
384,30,58130,4,4,new,10,0,0,0.0
385,19,26053,3,4,new,20,0,0,0.0
386,24,107573,7,3,regular,10,5,0,0.0
387,21,43514,5,3,regular,20,10,1,385.62
388,61,118694,5,0,new,0,5,0,0.0
389,64,69601,7,5,regular,20,10,1,116.03
390,25,107485,5,0,new,10,0,1,93.85
391,56,37912,3,12,regular,0,10,1,407.71
392,27,36586,6,7,regular,10,10,1,366.25
393,37,100111,2,1,regular,5,20,0,0.0
394,49,101965,7,7,loyal,20,10,0,0.0
395,55,74309,7,2,regular,10,20,1,398.03
396,63,23214,5,2,regular,10,20,1,211.62
397,20,114372,5,1,new,20,10,0,0.0
398,28,59330,1,6,new,5,10,0,0.0
399,32,113598,6,4,loyal,0,0,0,0.0
400,34,107073,6,3,loyal,10,20,0,0.0
401,69,105148,9,4,loyal,0,0,0,0.0
402,58,88875,4,5,loyal,20,0,0,0.0
403,34,87325,3,6,new,20,0,0,0.0
404,68,73274,3,4,regular,5,0,0,0.0
405,43,22477,2,3,new,20,20,0,0.0
406,44,58786,8,1,regular,5,5,0,0.0
407,40,93054,4,0,regular,20,0,0,0.0
408,25,101229,6,9,regular,0,0,0,0.0
409,66,75956,6,6,new,20,10,0,0.0
410,18,90955,2,5,loyal,10,20,0,0.0
411,27,22174,5,4,regular,20,0,0,0.0
412,29,66840,5,6,loyal,10,5,0,0.0
413,32,70772,3,3,regular,10,5,1,357.27
414,24,109248,5,3,regular,5,20,0,0.0
415,18,51105,6,7,loyal,10,0,0,0.0
416,53,42994,7,3,loyal,20,0,0,0.0
417,68,55237,5,6,new,10,0,0,0.0
418,24,37039,4,3,regular,20,20,0,0.0
419,33,75842,6,6,new,0,0,1,96.38
420,44,84280,8,4,loyal,0,10,0,0.0
421,66,100111,1,5,regular,5,5,0,0.0
422,54,117199,4,6,new,10,20,0,0.0
423,57,27360,5,4,new,10,0,0,0.0
424,48,44725,8,3,new,5,5,0,0.0
425,39,50071,5,4,regular,0,5,0,0.0
426,28,44967,4,0,loyal,0,5,0,0.0
427,62,102728,3,2,loyal,20,5,0,0.0
428,59,33949,5,2,regular,10,10,0,0.0
429,19,22973,2,5,loyal,0,0,0,0.0
430,55,106056,4,2,regular,5,20,1,64.22
431,22,116151,6,3,regular,5,20,1,218.45
432,56,42639,3,3,new,10,0,0,0.0
433,60,53285,1,1,regular,20,20,0,0.0
434,24,70317,6,4,loyal,10,10,1,455.84
435,40,72594,6,8,loyal,20,20,0,0.0
436,24,119087,7,12,regular,5,0,1,412.75
437,47,60415,1,5,new,20,20,1,391.43
438,66,21214,3,8,regular,0,5,0,0.0
439,22,62275,5,6,regular,5,5,1,281.07
440,38,75648,5,4,new,20,10,1,380.75
441,68,71688,12,5,regular,0,20,1,291.12
442,33,71228,8,1,regular,20,0,0,0.0
443,24,112261,7,2,loyal,10,0,0,0.0
444,43,100744,3,7,regular,5,0,0,0.0
445,44,45170,3,4,regular,0,20,0,0.0
446,52,55528,6,7,new,20,0,0,0.0
447,34,86758,4,4,regular,0,0,0,0.0
448,67,61034,5,6,loyal,20,0,0,0.0
449,45,62840,6,5,regular,20,5,0,0.0
450,32,36793,6,5,loyal,0,0,0,0.0
451,67,45436,8,5,regular,10,5,0,0.0
452,66,94081,6,6,regular,5,0,0,0.0
453,43,104293,7,3,loyal,10,5,0,0.0
454,19,98470,5,2,loyal,0,5,0,0.0
455,49,50783,4,3,regular,5,5,0,0.0
456,46,33666,4,4,regular,5,5,1,136.26
457,25,35969,6,9,loyal,10,0,0,0.0
458,50,59345,6,3,regular,5,0,1,238.33
459,61,71775,5,5,new,5,20,1,341.26
460,23,109290,4,2,regular,0,0,0,0.0
461,55,109882,3,2,regular,5,5,1,418.02
462,25,20270,6,4,regular,10,5,0,0.0
463,56,90756,4,0,new,10,0,0,0.0
464,39,49875,9,8,regular,0,0,1,211.52
465,18,39780,5,5,regular,10,0,0,0.0
466,68,75504,5,2,regular,5,0,1,89.88
467,26,23391,1,3,new,0,20,1,122.93
468,48,53409,5,2,regular,20,0,0,0.0
469,27,75222,4,3,regular,20,20,0,0.0
470,66,47204,6,5,new,10,0,0,0.0
471,56,79339,8,3,regular,5,0,0,0.0
472,59,66003,6,7,regular,20,10,0,0.0
473,40,99940,4,3,regular,5,20,1,330.42
474,42,38152,4,3,regular,0,0,0,0.0
475,50,25710,5,5,new,5,10,1,467.76
476,58,72962,7,4,regular,10,5,1,179.14
477,62,45689,5,3,loyal,10,20,1,483.62
478,18,90669,6,5,new,5,20,1,240.59
479,52,29328,5,4,loyal,10,10,0,0.0
480,23,77529,4,2,regular,5,0,0,0.0
481,32,118983,6,3,new,0,5,0,0.0
482,61,29310,6,0,new,10,5,0,0.0
483,31,50181,4,5,new,5,10,1,153.18
484,59,104440,3,5,regular,5,10,0,0.0
485,42,73356,2,6,new,20,10,0,0.0
486,30,37497,7,6,regular,10,0,0,0.0
487,35,41312,3,1,loyal,10,0,0,0.0
488,45,96481,6,7,loyal,10,10,0,0.0
489,57,106089,4,2,loyal,0,20,0,0.0
490,49,56056,8,6,regular,0,10,0,0.0
491,66,67383,8,1,new,5,0,0,0.0
492,63,98276,5,3,regular,0,20,0,0.0
493,57,37692,5,4,regular,5,5,0,0.0
494,49,40627,0,4,loyal,0,20,0,0.0
495,33,97443,4,6,loyal,10,20,1,59.89
496,39,38666,4,1,regular,20,0,0,0.0
497,24,97081,6,1,regular,0,0,0,0.0
498,37,69702,7,3,new,20,20,0,0.0
499,66,119003,4,1,regular,5,0,0,0.0
500,40,23293,5,2,new,0,0,0,0.0
501,23,114595,4,4,loyal,5,5,0,0.0
502,51,42529,3,4,regular,5,5,0,0.0
503,68,23508,14,6,regular,5,5,0,0.0
504,63,92401,5,5,new,5,5,1,325.85
505,32,73252,3,5,regular,20,0,0,0.0
506,41,103738,4,7,regular,10,0,0,0.0
507,45,30835,10,2,new,0,5,1,432.81
508,30,28078,5,2,new,5,5,1,318.67
509,31,76724,5,2,regular,5,5,0,0.0
510,30,108207,7,4,regular,20,20,0,0.0
511,69,60576,5,3,regular,20,0,0,0.0
512,56,99751,9,0,loyal,0,0,0,0.0
513,61,110620,10,6,loyal,10,20,0,0.0
514,60,106968,5,1,loyal,5,10,0,0.0
515,67,70866,4,5,new,0,10,0,0.0
516,23,89842,3,4,regular,0,20,1,128.45
517,63,72566,5,7,regular,10,5,0,0.0
518,21,87415,5,0,loyal,5,0,0,0.0
519,42,76708,2,5,loyal,0,20,0,0.0
520,48,72509,4,5,regular,0,0,1,488.55
521,36,63680,5,2,loyal,0,20,0,0.0
522,25,85278,3,3,new,0,5,0,0.0
523,27,95109,7,4,regular,0,20,1,425.87
524,60,111910,8,5,new,20,0,0,0.0
525,34,81322,10,10,new,5,5,1,235.82
526,34,30052,4,5,regular,10,0,0,0.0
527,66,78747,4,8,new,20,10,0,0.0
528,25,51576,4,3,regular,10,5,1,192.25
529,65,22681,8,1,regular,20,0,0,0.0
530,65,27245,4,4,loyal,5,10,0,0.0
531,49,79130,8,2,loyal,0,0,0,0.0
532,26,114480,6,5,regular,0,10,1,111.01
533,26,70557,3,4,regular,20,0,0,0.0
534,32,64526,8,2,regular,20,0,0,0.0
535,48,28866,6,5,new,10,5,1,293.68
536,25,87534,2,2,regular,5,10,0,0.0
537,41,25547,5,8,loyal,0,20,1,149.36
538,24,104112,6,4,regular,10,10,1,60.78
539,46,101640,8,2,new,5,5,1,128.18
540,19,119100,5,6,regular,20,10,1,225.73
541,54,48428,6,4,new,10,20,1,135.14
542,20,36178,5,6,regular,10,5,1,351.94
543,28,49953,3,4,loyal,20,10,0,0.0
544,27,99951,3,2,new,5,5,0,0.0
545,61,41882,8,4,regular,10,5,0,0.0
546,20,108742,7,2,regular,5,20,0,0.0
547,40,35418,5,7,loyal,20,20,0,0.0
548,48,24887,7,4,new,0,0,0,0.0
549,44,41935,3,5,regular,0,0,0,0.0
550,53,95409,6,5,new,0,0,0,0.0
551,59,80227,4,6,regular,20,20,1,405.61
552,38,55472,6,3,regular,10,0,0,0.0
553,61,85603,6,4,new,5,20,1,79.45
554,34,84859,6,4,new,20,5,1,377.28
555,69,75472,2,2,regular,10,20,0,0.0
556,44,71404,7,3,new,20,10,0,0.0
557,56,30149,3,2,loyal,10,10,0,0.0
558,63,45974,5,5,loyal,5,10,0,0.0
559,59,72769,6,2,loyal,20,5,0,0.0
560,62,33522,1,4,new,0,0,0,0.0
561,45,67583,7,4,regular,0,5,1,191.86
562,20,31694,5,4,regular,0,20,0,0.0
563,43,98723,5,3,regular,20,5,1,95.02
564,27,30332,6,4,loyal,20,5,0,0.0
565,64,29253,5,4,regular,20,20,0,0.0
566,30,83779,5,3,new,5,0,1,285.43
567,29,42053,5,3,new,10,10,1,489.83
568,30,55141,10,6,regular,10,10,0,0.0
569,51,51425,7,6,loyal,20,10,0,0.0
570,47,41663,5,3,regular,20,0,0,0.0
571,67,96178,7,2,new,5,20,1,304.36
572,39,89188,2,1,regular,20,20,1,335.75
573,32,43877,5,3,regular,20,10,0,0.0
574,20,88684,6,5,regular,0,10,1,69.67
575,18,91347,3,4,regular,10,10,0,0.0
576,37,73916,4,10,regular,20,5,0,0.0
577,66,77838,6,1,new,5,20,1,426.04
578,45,113495,9,8,new,5,5,0,0.0
579,64,65387,3,2,regular,20,20,0,0.0
580,23,58541,4,6,loyal,20,0,0,0.0
581,22,73900,2,4,loyal,20,0,1,393.1
